Year,: 20,17,Mo,nth: 01,ID:,EML  A,RGOS:,8939  Na,me: Em,ilia
2017,16,1,16,1900  -,12.1,986.1,1.2,14,66.8,444
2017,16,1,16,2000,-8.8,986.6,1.6,253,32.4,444
2017,16,1,16,2100,-7.6,987,1,326,43.9,444
2017,16,1,16,2200  4,44,986.9,0.8,284,25,444
2017,16,1,16,2300,-7.4,987,1.9,347,54,444
2017,17,1,17,0000  4,44,987.2,0.8,360,23.2,444
2017,17,1,17,0100  4,44,987.2,0.2,226,14.4,444
2017,17,1,17,0200  4,44,987,0.4,38,12.6,444
2017,17,1,17,300,-3.2,986.8,2.3,356,47.8,444
2017,17,1,17,0400  4,44,987.1,0.8,97,16.6,444
2017,17,1,17,500,-5.5,987.3,3.5,117,46.1,444
2017,17,1,17,600,-6.4,987.6,2.7,115,49.6,444
2017,17,1,17,700,-7.9,988,2.9,121,54.4,444
2017,17,1,17,800,-8.2,988.3,1.6,114,47.4,444
2017,17,1,17,900,-9,988.7,1.4,159,61,444
2017,17,1,17,1000  -,11.8,988.8,2.1,155,72.9,444
2017,17,1,17,1100  -,11.4,988.9,2.1,153,76.4,444
2017,17,1,17,1200  -,12.4,988.9,1.4,217,79.5,444
2017,17,1,17,1300  -,12.4,988.8,2.3,219,84.8,444
2017,17,1,17,1400  -,12.4,988.5,3.3,197,83.5,444
2017,17,1,17,1500  -,13.8,988.4,3.5,210,88.8,444
2017,17,1,17,1600  -,12,988.4,2.7,194,80.8,444
2017,17,1,17,1700,-9,988.4,3.5,174,72.9,444
2017,17,1,17,1800,-8.5,988.6,3.9,149,83.5,444
2017,17,1,17,1900,-7.6,988.6,4.7,121,74.7,444
2017,17,1,17,2000,-7,988.7,2.3,149,71.2,444
2017,17,1,17,2100,-7,988.7,3.1,177,65.9,444
2017,17,1,17,2200,-6.6,988.5,3.5,152,66.8,444
2017,17,1,17,2300,-5.6,988.4,3.3,143,69.4,444
2017,18,1,18,0,-4.6,988.4,2.5,63,64.6,444
2017,18,1,18,100,-3.4,988.3,1.4,52,64.1,444
2017,18,1,18,0200  4,44,987.9,0.2,18,34.2,444
2017,18,1,18,0300  4,44,987.7,0.2,333,47,444
2017,18,1,18,400,-4.5,987.2,2.7,239,60.6,444
2017,18,1,18,500,-4.4,987.2,3.1,225,68.5,444
2017,18,1,18,600,-4.6,987.3,2.5,167,61.9,444
2017,18,1,18,700,-5.5,987.2,3.1,176,73.8,444
2017,18,1,18,800,-6.1,987.2,2.7,152,83.9,444
2017,18,1,18,900,-6.4,987.1,1.8,136,80.8,444
2017,18,1,18,1000,-6.9,987.1,1.6,136,85.7,444
2017,18,1,18,1100,-7.2,987.2,1.2,170,85.7,444
2017,18,1,18,1200,-7.9,987,1.9,198,89.6,444
2017,18,1,18,1300,-8,986.8,1.8,165,91,444
2017,18,1,18,1400,-8.5,986.8,1.4,193,86.6,444
2017,18,1,18,1500,-9,986.6,2.9,190,87,444
2017,18,1,18,1600,-8.9,986.4,1,183,80.8,444
2017,18,1,18,1700,-9.2,986.2,2.5,128,82.2,444
2017,18,1,18,1800,-8.4,986.4,1.8,125,73.8,444
2017,18,1,18,1900,-7.2,986.5,1.2,132,61,444
2017,18,1,18,2000,-7.2,986.3,1.9,184,61,444
2017,18,1,18,2100,-6.1,986.4,1.2,221,55.8,444
2017,18,1,18,2200,-6.5,986.4,2.7,217,59.7,444
2017,18,1,18,2300,-7.4,986.4,2.9,193,56.2,444
2017,19,1,19,0,-6.1,986.5,2.1,149,48.3,444
2017,19,1,19,100,-5.6,986.4,1.8,167,43.4,444
2017,19,1,19,200,-5.5,986.3,1.9,190,42.1,444
2017,19,1,19,300,-4.2,986.1,1,181,34.2,444
2017,19,1,19,400,-3.9,985.9,0.8,158,33.3,444
2017,19,1,19,500,-4.2,985.9,1.2,235,44.3,444
2017,19,1,19,600,-5.2,986.1,1.6,235,53.1,444
2017,19,1,19,700,-6.2,986.2,1.8,208,58.4,444
2017,19,1,19,800,-7.1,986.3,1.6,208,66.3,444
2017,19,1,19,900,-8.1,986.5,1.9,202,74.7,444
2017,19,1,19,1000,-8.8,986.7,1.4,131,79.5,444
2017,19,1,19,1100,-9,986.7,1.6,75,87.9,444
2017,19,1,19,1200,-8.9,986.9,1.6,75,89.2,444
2017,19,1,19,1300,-8.2,987.2,0.8,51,89.2,444
2017,19,1,19,1400,-8.5,987.3,0.4,262,78.6,444
2017,19,1,19,1500,-9.2,987.3,1.4,198,77.3,444
2017,19,1,19,1600,-8.1,987.5,0.2,155,68.5,444
2017,19,1,19,1700,-8.6,987.7,1,69,75.1,444
2017,19,1,19,1800,-7.6,988,1.8,45,77.3,444
2017,19,1,19,1900,-6.5,988.2,1,15,61,444
2017,19,1,19,2000  4,44,988.2,0,0,58.4,444
2017,19,1,19,2100  4,44,988.6,0,0,32.9,444
2017,19,1,19,2200,-3.4,988.7,1,269,29.8,444
2017,19,1,19,2300,-2.9,988.8,1,278,29.8,444
2017,20,1,20,0000  4,44,989,0.2,255,12.6,444
2017,20,1,20,100,-3.2,988.9,1.4,248,26.7,444
2017,20,1,20,0200  4,44,988.7,0.8,257,15.7,444
2017,20,1,20,300,-2.4,988.6,2.1,240,31.1,444
2017,20,1,20,400,-2.2,988.5,1.4,250,32.9,444
2017,20,1,20,0500  4,44,988.5,1,300,48.3,444
2017,20,1,20,600,-6.1,988.6,2.1,195,45.6,444
2017,20,1,20,700,-6.9,988.8,1.2,190,39,444
2017,20,1,20,800,-8.8,988.9,1.6,197,51.4,444
2017,20,1,20,0900  4,44,988.9,1,210,53.1,444
2017,20,1,20,1000  4,44,988.9,0.2,259,72,444
2017,20,1,20,1100  -,11.8,988.9,2.1,285,91.4,444
2017,20,1,20,1200  -,13.9,989,1.6,252,87,444
2017,20,1,20,1300  4,44,988.8,0.6,238,81.3,444
2017,20,1,20,1400  4,44,988.5,0,0,83.9,444
2017,20,1,20,1500  -,15.1,988.1,0,0,83.5,444
2017,20,1,20,1600  -,15.6,988.1,1.2,17,77.3,444
2017,20,1,20,1700  -,16.5,987.7,2.1,17,85.2,444
2017,20,1,20,1800  4,44,987.6,0.8,318,71.6,444
2017,20,1,20,1900  4,44,987.3,1,328,58.4,444
2017,20,1,20,2000  4,44,986.9,1,360,56.2,444
2017,20,1,20,2100,-9,986.6,1.4,353,50.5,444
2017,20,1,20,2200  -,10,986.2,2.1,14,57.5,444
2017,20,1,20,2300  4,44,985.5,1.6,24,49.6,444
2017,21,1,21,0,-7.8,985,1.4,28,50.9,444
2017,21,1,21,0100  4,44,984.5,444,444,38.6,444
2017,21,1,21,0200  4,44,983.8,0.6,159,16.2,444
2017,21,1,21,300,-7.8,983.3,2.1,127,39.5,444
2017,21,1,21,400,-8.9,982.6,3.7,132,50.9,444
2017,21,1,21,0500  -,10.2,982.3,3.5,122,49.6,444
2017,21,1,21,0600  -,12.8,982.3,4.1,150,74.2,444
2017,21,1,21,0700  -,11.4,982.1,1.8,127,56.6,444
2017,21,1,21,0800  -,12.8,981.9,2.1,160,63.7,444
2017,21,1,21,0900  -,13.8,981.6,1.8,169,66.3,444
2017,21,1,21,1000  -,15.1,981.4,2.1,156,71.2,444
2017,21,1,21,1100  -,16.1,980.8,2.7,162,78.6,444
2017,21,1,21,1200  -,17.1,980.4,1.8,176,83,444
2017,21,1,21,1300  -,17.2,979.8,1.9,212,85.7,444
2017,21,1,21,1400  -,18.2,979,2.3,174,78.2,444
2017,21,1,21,1500  -,18.5,978.5,1.9,149,93.6,444
2017,21,1,21,1600  -,17.1,978,1.9,162,85.7,444
2017,21,1,21,1700  -,14.5,977.6,2.3,200,61.5,444
2017,21,1,21,1800  -,14.8,977.5,2.3,169,57.1,444
2017,21,1,21,1900  -,14.1,976.9,2.1,186,54.4,444
2017,21,1,21,2000  -,14.4,976.3,2.7,193,53.1,444
2017,21,1,21,2100  -,13,975.8,2.9,197,46.5,444
2017,21,1,21,2200  -,10.9,975.3,3.3,194,38.2,444
2017,21,1,21,2300  -,11.5,974.7,2.9,212,50.9,444
2017,22,1,22,0000  -,12.5,974.1,4.3,215,51.8,444
2017,22,1,22,0100  -,10.2,973.4,3.3,215,47,444
2017,22,1,22,200,-8.9,972.5,2.9,217,50,444
2017,22,1,22,300,-8.9,971.9,3.1,219,55.3,444
2017,22,1,22,400,-7.6,971.4,2.1,232,50.5,444
2017,22,1,22,500,-7.6,971,2.3,225,53.6,444
2017,22,1,22,600,-7.8,970.7,2.3,242,54.4,444
2017,22,1,22,700,-9.4,970.4,1.6,242,68.5,444
2017,22,1,22,800,-9.4,970.1,1.9,256,70.3,444
2017,22,1,22,0900  -,10,969.9,1,256,67.6,444
2017,22,1,22,1000  -,10.2,969.6,1,256,73.8,444
2017,22,1,22,1100,-9.4,969.4,1,283,74.7,444
2017,22,1,22,1200  4,44,969.1,0.8,276,64.6,444
2017,22,1,22,1300  4,44,968.9,0.6,300,90.1,444
2017,22,1,22,1400  -,10,968.6,1,6,90.1,444
2017,22,1,22,1500  -,12.4,968.4,2.3,24,94.9,444
2017,22,1,22,1600  -,13.4,968.3,1.4,352,74.2,444
2017,22,1,22,1700  -,13.5,967.9,2.3,21,80.4,444
2017,22,1,22,1800  -,11.5,967.9,2.5,11,74.7,444
2017,22,1,22,1900  -,10,967.7,3.3,30,80.4,444
2017,22,1,22,2000,-7.8,967.5,3.7,44,80.4,444
2017,22,1,22,2100,-6.6,967.7,3.3,27,72.9,444
2017,22,1,22,2200,-4,967.7,1.6,13,47.8,444
2017,22,1,22,2300,-4.8,967.8,4.9,8,78.2,444
2017,23,1,23,0,-3,968,4.9,25,76,444
2017,23,1,23,100,-2.6,968.1,6,24,77.3,444
2017,23,1,23,200,-2.6,968.1,5.1,27,73.4,444
2017,23,1,23,300,-1.2,968.5,4.3,359,65.4,444
2017,23,1,23,400,-3.4,969.2,4.9,333,75.1,444
2017,23,1,23,500,-2.5,969.8,3.5,346,66.3,444
2017,23,1,23,600,-2.2,970.5,1.9,42,67.2,444
2017,23,1,23,700,-3.1,971,3.9,7,81.3,444
2017,23,1,23,800,-3.6,971.4,5.7,6,88.3,444
2017,23,1,23,900,-4.5,972.3,6.8,360,91.4,444
2017,23,1,23,1000,-6.2,973.7,2.3,1,87.9,444
2017,23,1,23,1100,-8.4,974.4,2.7,28,90.1,444
2017,23,1,23,1200,-9.5,975.3,2.7,20,90.5,444
2017,23,1,23,1300,-8.8,976.1,2.7,11,89.6,444
2017,23,1,23,1400,-9.4,976.8,3.3,22,92.7,444
2017,23,1,23,1500,-9.6,977.6,3.3,21,89.2,444
2017,23,1,23,1600,-9.8,978.5,3.7,17,88.3,444
2017,23,1,23,1700,-8,979.4,3.7,14,80.4,444
2017,23,1,23,1800,-6.2,980.5,2.9,10,82.6,444
2017,23,1,23,1900,-4.1,981.4,3.1,10,77.8,444
2017,23,1,23,2000,-3,982.2,3.3,14,76.9,444
2017,23,1,23,2100,-2.2,982.9,2.9,21,72,444
2017,23,1,23,2200,-1.6,983.8,3.9,28,71.6,444
2017,23,1,23,2300,-1.2,984.5,3.3,25,69.8,444
2017,24,1,24,0,-0.8,985.1,4.1,22,67.6,444
2017,24,1,24,100,-0.8,985.6,4.1,13,65,444
2017,24,1,24,200,-0.5,986,2.9,18,59.7,444
2017,24,1,24,300,-0.5,986.4,3.5,41,71.2,444
2017,24,1,24,400,-1.6,986.8,4.5,30,72,444
2017,24,1,24,500,-2.2,987.1,4.1,41,76,444
2017,24,1,24,600,-2.5,987.4,3.5,44,78.2,444
2017,24,1,24,700,-3.6,987.9,4.5,46,81.3,444
2017,24,1,24,800,-3.9,988.1,4.7,37,90.1,444
2017,24,1,24,900,-4.8,988.2,4.9,46,91.4,444
2017,24,1,24,1000,-5.5,988.2,4.5,39,91.4,444
2017,24,1,24,1100,-5.5,988.6,4.7,20,91,444
2017,24,1,24,1200,-8.1,988.8,3.9,21,91.8,444
2017,24,1,24,1300  -,10,988.7,3.5,31,92.7,444
2017,24,1,24,1400  -,11.4,988.6,3.3,21,92.7,444
2017,24,1,24,1500  -,10.9,988.8,3.7,360,87,444
2017,24,1,24,1600  -,11.4,988.8,2.5,353,82.2,444
2017,24,1,24,1700  -,10.2,989.2,2.1,294,76,444
2017,24,1,24,1800,-9.1,989.1,0.4,302,65.4,444
2017,24,1,24,1900  4,44,989.1,0.4,243,31.1,444
2017,24,1,24,2000  4,44,989,0,0,28.9,444
2017,24,1,24,2100,-6.6,988.8,0.8,184,24.1,444
2017,24,1,24,2200,-6.4,988.7,1.6,217,28,444
2017,24,1,24,2300,-7.6,988.4,1.2,181,37.7,444
2017,25,1,25,0,-6.4,988.1,1.4,174,36.4,444
2017,25,1,25,100,-6.8,988,1.9,191,46.5,444
2017,25,1,25,200,-7.4,987.6,2.7,155,58,444
2017,25,1,25,300,-6.6,987.1,2.9,131,63.7,444
2017,25,1,25,400,-5.9,986.7,1.9,121,59.3,444
2017,25,1,25,500,-6.4,986.5,2.9,172,65,444
2017,25,1,25,600,-7.2,986.6,3.1,184,75.1,444
2017,25,1,25,700,-7.9,986.7,2.3,184,76.4,444
2017,25,1,25,800,-8.9,986.8,2.1,173,84.4,444
2017,25,1,25,0900  -,10.4,987.2,4.1,198,90.5,444
2017,25,1,25,1000  -,11.5,987.2,1,240,82.2,444
2017,25,1,25,1100  -,13.1,987.6,1.4,291,95.8,444
2017,25,1,25,1200  -,14.4,987.7,0.8,287,91.8,444
2017,25,1,25,1300  -,14.4,987.5,0.2,281,88.3,444
2017,25,1,25,1400  -,15.9,987.5,2.5,295,91,444
2017,25,1,25,1500  -,15.9,987.5,2.1,292,88.3,444
2017,25,1,25,1600  -,14.9,987.5,1.8,291,76,444
2017,25,1,25,1700  -,13.2,987.6,1.9,318,79.1,444
2017,25,1,25,1800  -,12.4,987.5,2.5,307,72,444
2017,25,1,25,1900  -,10.2,987.4,2.3,300,66.8,444
2017,25,1,25,2000,-9.1,987.6,2.1,277,48.7,444
2017,25,1,25,2100,-8.9,987.8,1.6,253,39,444
2017,25,1,25,2200,-7.6,987.9,1.4,301,32,444
2017,25,1,25,2300  4,44,987.8,1,329,37.7,444
2017,26,1,26,0,-6.2,987.4,1.9,357,40.8,444
2017,26,1,26,100,-4.6,987.3,1.4,326,47,444
2017,26,1,26,200,-4,987.5,1.9,308,54,444
2017,26,1,26,300,-4.8,987.5,2.1,259,34.6,444
2017,26,1,26,0400  4,44,987.7,0.8,260,29.4,444
2017,26,1,26,500,-4,987.6,1.9,222,40.8,444
2017,26,1,26,600,-4,987.7,2.1,3,35.1,444
2017,26,1,26,0700  4,44,987.9,0.6,328,50.5,444
2017,26,1,26,800,-8.4,987.7,1.8,4,67.2,444
2017,26,1,26,900,-8.8,987.8,1.4,6,67.6,444
2017,26,1,26,1000  -,10.8,988.2,1.2,58,78.2,444
2017,26,1,26,1100  -,12.5,988.4,2.1,94,83.9,444
2017,26,1,26,1200  -,12.5,988.3,2.3,82,93.6,444
2017,26,1,26,1300  -,15.9,988.3,1.9,65,97.1,444
2017,26,1,26,1400  -,16.9,988.2,1.9,65,92.7,444
2017,26,1,26,1500  -,15.9,988,3.1,48,91.4,444
2017,26,1,26,1600  -,15.5,988,1.9,51,86.6,444
2017,26,1,26,1700  -,14.4,988,1.6,44,78.2,444
2017,26,1,26,1800  -,13.8,987.9,2.1,68,74.7,444
2017,26,1,26,1900  -,12.4,988,1.9,156,64.1,444
2017,26,1,26,2000  -,10.8,988,2.1,55,65.9,444
2017,26,1,26,2100  -,10,987.8,1.2,89,44.3,444
2017,26,1,26,2200,-8.9,987.7,1.9,107,34.2,444
2017,26,1,26,2300,-8.8,987.7,1.8,70,35.1,444
2017,27,1,27,0,-6.6,987.5,1.4,86,33.8,444
2017,27,1,27,100,-6.2,987.5,1.8,108,32.9,444
2017,27,1,27,200,-6.1,987.2,2.1,118,36.4,444
2017,27,1,27,300,-6.1,986.9,1.8,104,39,444
2017,27,1,27,400,-7.8,986.7,2.9,117,53.6,444
2017,27,1,27,500,-9.1,986.9,4.1,105,67.2,444
2017,27,1,27,600,-9.5,987,3.7,111,77.3,444
2017,27,1,27,700,-9.2,987.2,2.5,121,80.8,444
2017,27,1,27,800,-8.9,987.2,2.3,142,98.9,444
2017,27,1,27,900,-7.8,987.1,1.8,118,98,444
2017,27,1,27,1000,-9.1,987,2.1,146,99.8,444
2017,27,1,27,1100  -,10.8,987.1,2.9,173,96.2,444
2017,27,1,27,1200  -,12,987,2.1,172,97.1,444
2017,27,1,27,1300  -,13.5,987,1.6,173,95.4,444
2017,27,1,27,1400  -,14.4,987.1,1.6,183,96.2,444
2017,27,1,27,1500  -,13.9,987.1,2.7,194,99.3,444
2017,27,1,27,1600  -,15.9,987.2,3.5,200,95.4,444
2017,27,1,27,1700  -,14.1,987,3.9,184,97.1,444
2017,27,1,27,1800  -,12.4,987,4.5,195,91.8,444
2017,27,1,27,1900  -,14.5,987.2,7.4,193,79.5,444
2017,27,1,27,2000  -,14.5,987,6.4,197,73.8,444
2017,27,1,27,2100  -,13.5,987,6.8,198,66.3,444
2017,27,1,27,2200  -,12.6,986.9,7.6,218,66.3,444
2017,27,1,27,2300  -,13.2,986.6,6.8,200,64.1,444
2017,28,1,28,0000  -,11.4,986.1,7.8,202,68.5,444
2017,28,1,28,0100  -,11.9,985.4,9.8,204,69.8,444
2017,28,1,28,0200  -,12,985.5,7,198,67.2,444
2017,28,1,28,0300  -,12.4,985.1,9.9,179,71.6,444
2017,28,1,28,0400  -,12.6,984.7,9.6,187,73.4,444
2017,28,1,28,0500  -,13.1,984.5,6,188,75.6,444
2017,28,1,28,0600  -,13.8,984.4,6.8,179,76.9,444
2017,28,1,28,0700  -,13.6,984,4.7,174,76,444
2017,28,1,28,0800  -,13.6,983.8,4.1,187,80,444
2017,28,1,28,0900  -,13.6,983.5,3.7,194,81.3,444
2017,28,1,28,1000  -,13.5,983,2.5,205,84.4,444
2017,28,1,28,1100  -,13.1,982.5,1.2,236,83.5,444
2017,28,1,28,1200  -,13.1,981.9,2.9,240,92.3,444
2017,28,1,28,1300  -,14,981.5,4.5,232,94,444
2017,28,1,28,1400  -,15,981.3,3.5,221,90.1,444
2017,28,1,28,1500  -,17.1,980.6,1.9,145,81.3,444
2017,28,1,28,1600  -,15.5,980.3,1.4,177,88.8,444
2017,28,1,28,1700  -,14.5,980.3,0.6,194,77.8,444
2017,28,1,28,1800  -,14.8,979.8,0.6,321,81.7,444
2017,28,1,28,1900  -,13.9,979.7,0.2,45,73.4,444
2017,28,1,28,2000  -,13.8,979,1.4,66,68.5,444
2017,28,1,28,2100  -,14.5,978.8,1.8,34,71.2,444
2017,28,1,28,2200  -,14.5,978.4,3.3,10,65.9,444
2017,28,1,28,2300  -,14.8,978,3.3,3,64.1,444
2017,29,1,29,0000  -,13.8,977.4,2.5,359,61,444
2017,29,1,29,0100  -,11,976.9,2.1,359,53.6,444
2017,29,1,29,0200  -,12,976.2,3.1,357,59.3,444
2017,29,1,29,0300  -,10.4,975.5,3.1,1,60.2,444
2017,29,1,29,400,-9.6,975,2.3,17,54.4,444
2017,29,1,29,0500  -,10.2,974.3,3.1,21,63.2,444
2017,29,1,29,0600  -,10.1,973.7,4.1,3,68.5,444
2017,29,1,29,700,-9.1,973.4,3.5,6,81.7,444
2017,29,1,29,800,-8.9,972.7,3.9,35,87,444
2017,29,1,29,900,-9.4,972.4,3.7,27,87.9,444
2017,29,1,29,1000  -,11.2,971.8,3.1,22,89.2,444
2017,29,1,29,1100  -,13.8,971.8,2.9,339,89.6,444
2017,29,1,29,1200  -,13.9,971.9,1.2,300,92.7,444
2017,29,1,29,1300  -,15.2,971.7,1.9,357,94.5,444
2017,29,1,29,1400  -,13.2,971.7,1.6,349,87.9,444
2017,29,1,29,1500  -,12.4,971.4,1.9,360,86.6,444
2017,29,1,29,1600  -,10.2,971.4,2.5,4,91,444
2017,29,1,29,1700,-8,971.6,2.7,350,87.9,444
2017,29,1,29,1800,-7.2,971.5,2.7,343,88.8,444
2017,29,1,29,1900,-6.1,971.7,4.5,328,83.9,444
2017,29,1,29,2000,-6,972,3.1,336,80,444
2017,29,1,29,2100,-4.9,972.1,3.7,359,67.6,444
2017,29,1,29,2200,-4.2,972.2,2.9,360,68.1,444
2017,29,1,29,2300,-3.8,972.3,2.7,360,68.5,444
2017,30,1,30,0,-4,972.3,3.7,360,68.5,444
2017,30,1,30,100,-3.2,972.5,3.5,7,61,444
2017,30,1,30,200,-3.6,972.7,2.5,11,65,444
2017,30,1,30,300,-1.9,973.1,1.8,6,58,444
2017,30,1,30,0400  4,44,973.3,1,21,54,444
2017,30,1,30,0500  4,44,973.7,0,0,50.9,444
2017,30,1,30,0600  4,44,974.2,1,58,63.7,444
2017,30,1,30,0700  4,44,974.6,1.4,114,47.8,444
2017,30,1,30,800,-4.1,975.2,2.1,100,58.8,444
2017,30,1,30,900,-5.2,975.5,2.7,176,82.6,444
2017,30,1,30,1000,-8.4,976.1,1.9,167,94,444
2017,30,1,30,1100  -,12,976.8,2.1,176,94.5,444
2017,30,1,30,1200  -,11.5,977.3,1.8,179,87.4,444
2017,30,1,30,1300  -,12.5,977.7,2.9,162,83.5,444
2017,30,1,30,1400  -,13.5,978.3,2.1,150,78.2,444
2017,30,1,30,1500  -,15.6,978.8,2.5,169,74.7,444
2017,30,1,30,1600  -,15.9,979.3,3.3,160,77.8,444
2017,30,1,30,1700  -,15.5,979.9,2.5,155,69.4,444
2017,30,1,30,1800  -,15,980.3,1.9,173,50.5,444
2017,30,1,30,1900  -,15.6,980.9,3.5,177,59.7,444
2017,30,1,30,2000  -,15,981.4,3.3,163,57.1,444
2017,30,1,30,2100  -,14.5,981.7,4.9,174,57.1,444
2017,30,1,30,2200  -,14.1,982.5,3.7,152,58.4,444
2017,30,1,30,2300  -,13.8,982.9,4.1,167,55.3,444
2017,31,1,31,0000  -,13.8,983.3,4.7,173,57.1,444
2017,31,1,31,0100  -,13.9,983.5,5.3,176,55.3,444
2017,31,1,31,0200  -,14.8,983.7,5.8,186,67.2,444
2017,31,1,31,0300  -,15,983.8,6.8,184,65,444
2017,31,1,31,0400  -,14.2,983.8,8.2,190,75.6,444
2017,31,1,31,0500  -,12.6,984.4,6.6,186,69.4,444
2017,31,1,31,0600  -,12.6,984.8,4.5,181,72,444
2017,31,1,31,0700  -,13.2,985.1,6.8,173,80,444
2017,31,1,31,0800  -,13.9,985.4,7.6,174,81.7,444
2017,31,1,31,0900  -,13.9,985.7,7,167,82.6,444
2017,31,1,31,1000  -,14.9,985.8,4.9,176,86.1,444
2017,31,1,31,1100  -,15.1,985.9,5.5,179,88.3,444
2017,31,1,31,1200  -,15.9,986,4.5,180,89.2,444
2017,31,1,31,1300  -,17.9,986.3,5.7,191,87,444
2017,31,1,31,1400  -,17.9,986.5,4.7,184,84.4,444
2017,31,1,31,1500  -,18.9,986.8,3.3,195,80.4,444
2017,31,1,31,1600  -,19,986.8,3.9,193,77.3,444
2017,31,1,31,1700  -,18.9,986.8,2.9,198,72.5,444
2017,31,1,31,1800  -,16,987,3.5,190,81.7,444
2017,31,1,31,1900  -,15.1,987.3,4.5,181,66.3,444
2017,31,1,31,2000  -,14.9,987.5,5.5,170,67.2,444
2017,31,1,31,2100  -,15.1,987.6,3.7,174,64.6,444
2017,31,1,31,2200  -,14.2,987.6,5.3,174,56.6,444
2017,31,1,31,2300  -,14.5,987.5,4.3,170,53.6,444